,total_rate,580026,600111,600089,600584,600175
13:01:50,807,12,3,1,1,3
13:01:51,800,23,6,4,4,4
13:01:52,801,16,6,6,3,10
13:01:53,723,13,6,5,8,6
13:01:54,832,22,5,9,1,7
13:01:55,823,14,3,4,4,5
13:01:56,723,16,7,3,1,7
13:01:57,803,8,3,7,2,9
13:01:58,773,27,8,8,3,9
13:01:59,736,18,6,5,1,6
13:02:00,802,15,6,11,0,15
13:02:01,742,17,5,5,4,7
13:02:02,732,15,4,5,3,3
13:02:03,826,18,9,7,6,9
13:02:04,784,17,8,8,5,10
13:02:05,829,18,9,7,2,8
13:02:06,871,17,6,6,1,7
13:02:07,817,9,7,9,3,7
13:02:08,879,13,5,12,5,9
13:02:09,927,34,9,4,5,9
13:02:10,856,12,9,2,2,6
13:02:11,850,18,6,13,4,8
13:02:12,826,11,9,8,4,11
13:02:13,821,15,4,12,4,9
13:02:14,877,21,11,2,5,8
13:02:15,834,21,5,6,3,8
13:02:16,847,26,7,1,2,4
13:02:17,853,19,11,6,6,10
13:02:18,779,22,9,4,2,11
13:02:19,841,27,16,5,2,8
13:02:20,754,16,7,4,2,7
13:02:21,826,24,6,8,5,5
13:02:22,880,15,9,9,4,12
13:02:23,905,25,7,9,5,5
13:02:24,813,19,9,8,3,9
13:02:25,838,22,5,7,2,14
13:02:26,885,27,9,5,2,8
13:02:27,781,21,4,6,1,4
13:02:28,833,16,3,5,4,8
13:02:29,881,25,4,9,4,6
13:02:30,884,25,6,5,2,7
13:02:31,1001,17,11,11,5,8
13:02:32,927,29,9,6,3,8
13:02:33,854,27,6,6,1,12
13:02:34,820,19,2,6,2,7
13:02:35,893,25,10,4,3,5
13:02:36,836,17,8,5,4,13
13:02:37,899,18,11,10,2,4
13:02:38,915,15,4,11,5,6
13:02:39,899,25,3,5,3,6
13:02:40,825,18,6,6,3,6
13:02:41,812,16,10,3,6,11
13:02:42,876,14,10,7,3,6
13:02:43,876,16,6,10,3,12
13:02:44,837,16,8,7,9,9
13:02:45,853,20,4,5,2,15
13:02:46,827,20,11,8,1,12
13:02:47,909,19,7,7,4,4
13:02:48,890,21,6,11,1,12
13:02:49,880,17,7,6,6,11
13:02:50,910,25,11,2,2,11
13:02:51,889,21,7,6,3,11
13:02:52,816,18,6,7,3,9
13:02:53,872,22,5,3,5,10
13:02:54,873,28,9,3,2,10
13:02:55,814,21,5,13,5,8
13:02:56,859,31,5,5,5,7
13:02:57,838,18,4,4,3,4
13:02:58,820,13,4,5,4,8
13:02:59,860,21,7,7,2,7
13:03:00,832,10,12,7,6,11
13:03:01,823,12,8,8,2,8
13:03:02,765,18,6,6,5,5
13:03:03,785,19,4,4,1,8
13:03:04,800,16,7,7,3,10
13:03:05,883,17,7,9,4,8
13:03:06,790,18,9,12,4,3
13:03:07,879,19,3,5,3,14
13:03:08,848,23,3,6,3,7
13:03:09,839,17,4,6,6,11
13:03:10,872,18,3,7,4,7
13:03:11,930,18,12,8,3,10
13:03:12,917,14,4,8,2,14
13:03:13,818,12,4,7,2,7
13:03:14,784,14,6,5,3,15
13:03:15,777,15,8,7,2,7
13:03:16,806,12,5,7,0,11
13:03:17,778,15,6,4,3,6
13:03:18,748,20,4,6,5,9
13:03:19,809,23,6,6,3,12
13:03:20,823,18,8,8,4,10
13:03:21,816,19,5,11,2,7
13:03:22,854,10,2,5,3,9
13:03:23,895,19,4,4,6,9
13:03:24,811,14,7,2,3,6
13:03:25,839,9,9,4,5,12
13:03:26,841,17,4,4,1,10
13:03:27,854,19,7,3,3,6
13:03:28,843,17,5,3,3,11
13:03:29,794,16,6,4,4,13
13:03:30,830,9,7,8,2,8
13:03:31,784,16,6,7,5,12
13:03:32,768,15,3,7,1,8
13:03:33,857,16,3,10,1,12
13:03:34,850,16,6,4,3,11
13:03:35,851,8,5,7,4,15
13:03:36,804,14,7,4,2,11
13:03:37,851,17,9,4,2,12
13:03:38,788,18,6,9,8,10
13:03:39,867,22,6,10,5,4
13:03:40,811,12,9,10,3,12
13:03:41,778,19,5,4,3,6
13:03:42,800,17,13,5,2,13
13:03:43,830,8,8,9,1,8
13:03:44,851,28,4,8,1,16
13:03:45,885,40,6,10,6,10
13:03:46,840,29,7,4,2,11
13:03:47,877,11,7,6,7,19
13:03:48,762,13,8,6,1,15
13:03:49,785,16,8,6,1,14
13:03:50,759,16,5,2,1,11
13:03:51,718,14,5,6,5,12
13:03:52,804,12,3,6,1,3
13:03:53,788,12,5,7,4,10
13:03:54,812,21,9,7,5,11
13:03:55,789,14,5,9,3,14
13:03:56,874,19,6,6,1,12
13:03:57,851,18,3,4,4,9
13:03:58,738,9,6,5,2,14
13:03:59,763,13,7,5,4,13
13:04:00,761,15,2,7,2,8
13:04:01,762,14,11,8,2,16
13:04:02,817,13,4,4,2,9
13:04:03,780,17,5,4,4,17
13:04:04,772,19,10,5,0,12
13:04:05,749,8,5,4,3,11
13:04:06,808,12,6,5,1,10
13:04:07,810,19,1,8,4,12
13:04:08,810,13,5,2,1,11
13:04:09,789,19,7,8,6,8
13:04:10,773,12,4,7,1,10
13:04:11,832,11,4,3,3,7
13:04:12,796,20,6,8,3,6
13:04:13,840,13,11,4,6,9
13:04:14,834,31,6,7,1,13
13:04:15,833,32,3,12,1,8
13:04:16,796,23,4,9,3,5
13:04:17,955,15,13,9,5,9
13:04:18,861,15,3,6,6,15
13:04:19,824,11,5,8,6,6
13:04:20,900,17,3,6,4,17
13:04:21,839,12,4,5,2,6
13:04:22,768,15,4,7,1,6
13:04:23,851,17,10,6,3,9
13:04:24,870,23,5,6,3,13
13:04:25,812,12,8,3,6,7
13:04:26,803,20,4,6,3,6
13:04:27,801,14,7,4,2,11
13:04:28,793,16,6,12,5,3
13:04:29,860,17,4,7,4,8
13:04:30,826,11,8,6,4,11
13:04:31,821,16,10,6,2,6
13:04:32,862,18,2,4,2,7
13:04:33,943,11,4,12,3,10
13:04:34,814,19,10,8,0,7
13:04:35,842,16,5,4,0,7
13:04:36,811,18,5,5,4,10
13:04:37,908,16,10,7,4,5
13:04:38,951,16,3,4,6,8
13:04:39,825,9,1,5,1,12
13:04:40,795,15,4,5,3,6
13:04:41,870,14,6,6,4,8
13:04:42,890,15,7,10,2,9
13:04:43,747,10,5,7,3,2
13:04:44,801,8,8,1,1,3
13:04:45,732,13,3,4,3,10
13:04:46,760,11,4,1,3,7
13:04:47,818,15,6,4,2,15
13:04:48,790,20,3,4,3,9
13:04:49,786,14,5,7,1,3
13:04:50,888,17,4,2,4,16
13:04:51,840,18,7,4,2,11
13:04:52,869,10,3,3,10,9
13:04:53,817,13,5,7,7,5
13:04:54,807,22,6,4,4,7
13:04:55,823,21,5,4,5,8
13:04:56,809,20,3,6,2,7
13:04:57,805,17,3,8,4,7
13:04:58,787,23,9,6,2,14
13:04:59,828,17,7,5,3,4
13:05:00,850,14,11,6,1,16
13:05:01,785,14,3,15,2,4
13:05:02,756,9,9,6,4,4
13:05:03,799,16,8,8,4,4
13:05:04,789,7,1,8,5,5
13:05:05,803,17,5,7,4,8
13:05:06,777,10,2,5,2,5
13:05:07,783,19,7,2,6,3
13:05:08,821,14,4,7,1,3
13:05:09,793,17,5,4,1,11
13:05:10,786,16,5,4,6,4
13:05:11,805,7,7,6,3,6
13:05:12,795,12,4,6,4,8
13:05:13,800,19,4,5,5,4
13:05:14,773,12,5,3,5,9
13:05:15,840,20,3,6,1,8
13:05:16,783,21,5,4,2,4
13:05:17,809,17,5,5,1,7
13:05:18,794,12,5,2,2,11
13:05:19,727,14,5,8,2,8
13:05:20,791,19,4,4,2,6
13:05:21,902,19,9,6,2,10
13:05:22,828,18,8,10,3,10
13:05:23,816,16,4,4,2,9
13:05:24,789,14,9,1,5,8
13:05:25,776,20,3,8,4,9
13:05:26,866,22,4,12,2,5
13:05:27,794,14,16,10,1,4
13:05:28,778,15,7,2,4,7
13:05:29,844,13,1,6,4,9
13:05:30,797,18,2,7,3,8
13:05:31,815,23,6,6,2,9
13:05:32,888,13,5,7,3,6
13:05:33,864,22,3,8,4,10
13:05:34,799,9,3,6,5,10
13:05:35,820,15,4,4,3,6
13:05:36,851,10,5,6,2,7
13:05:37,808,11,7,9,6,6
13:05:38,834,16,3,5,3,7
13:05:39,761,22,4,7,2,5
13:05:40,751,23,4,5,4,3
13:05:41,790,26,5,6,4,7
13:05:42,783,20,7,6,1,9
13:05:43,763,22,6,10,1,4
13:05:44,836,14,9,5,4,2
13:05:45,753,14,5,9,1,2
13:05:46,771,18,3,8,5,6
13:05:47,822,11,4,6,4,8
13:05:48,781,20,6,6,1,9
13:05:49,774,20,5,10,2,5
13:05:50,771,15,7,6,4,4
13:05:51,784,18,1,4,2,6
13:05:52,741,12,3,6,4,9
13:05:53,783,18,7,6,1,4
13:05:54,784,15,6,4,4,3
13:05:55,787,15,9,4,3,4
13:05:56,841,18,6,6,4,6
13:05:57,769,27,7,8,1,8
13:05:58,755,16,3,6,2,5
13:05:59,849,9,6,5,5,7
13:06:00,846,15,5,5,7,6
13:06:01,790,15,11,5,3,5
13:06:02,807,11,5,2,1,6
13:06:03,820,16,2,6,4,5
13:06:04,841,27,8,7,2,9
13:06:05,837,24,5,3,1,5
13:06:06,828,28,3,8,3,5
13:06:07,814,23,3,8,6,8
13:06:08,802,25,4,6,2,4
13:06:09,842,23,10,4,2,2
13:06:10,771,21,4,6,4,5
13:06:11,782,19,7,11,4,8
13:06:12,783,25,4,7,3,13
13:06:13,808,28,7,4,0,7
13:06:14,783,24,3,5,1,7
13:06:15,822,21,8,5,2,5
13:06:16,823,9,8,8,1,5
13:06:17,784,15,4,6,0,6
13:06:18,787,19,4,6,5,3
13:06:19,777,12,7,5,2,7
13:06:20,768,13,5,4,1,8
13:06:21,728,11,1,7,1,4
13:06:22,796,23,2,2,2,6
13:06:23,775,21,5,5,3,3
13:06:24,789,20,3,8,3,4
13:06:25,810,16,9,12,8,6
13:06:26,777,22,5,6,3,8
13:06:27,796,22,6,4,4,6
13:06:28,806,17,4,4,5,5
13:06:29,813,19,6,7,2,6
13:06:30,861,23,8,7,2,5
13:06:31,829,15,7,7,1,6
13:06:32,825,19,4,10,2,4
13:06:33,824,24,7,10,1,7
13:06:34,847,21,7,5,2,5
13:06:35,807,13,12,7,3,5
13:06:36,786,15,2,7,2,5
13:06:37,853,18,5,6,7,6
13:06:38,799,25,10,8,2,7
13:06:39,797,16,5,9,4,9
13:06:40,825,25,11,7,3,3
13:06:41,794,21,2,9,0,7
13:06:42,858,29,8,4,5,8
13:06:43,804,25,4,4,3,10
13:06:44,784,34,5,2,3,5
13:06:45,797,44,4,8,1,6
13:06:46,945,35,8,10,6,6
13:06:47,773,30,2,7,3,6
13:06:48,776,41,2,3,1,6
13:06:49,923,28,5,8,2,6
13:06:50,761,29,3,11,3,4
13:06:51,842,28,4,8,3,8
13:06:52,787,24,6,7,5,3
13:06:53,822,25,7,8,2,6
13:06:54,830,36,7,9,4,8
13:06:55,825,36,4,9,2,3
13:06:56,803,21,4,5,8,3
13:06:57,819,34,6,8,1,6
13:06:58,827,29,7,11,4,9
13:06:59,856,40,13,11,2,12
13:07:00,771,34,2,7,3,10
13:07:01,795,28,5,4,1,14
13:07:02,910,35,7,10,4,6
13:07:03,855,38,7,9,3,14
13:07:04,850,39,7,3,2,10
13:07:05,805,47,5,7,2,6
13:07:06,811,31,8,6,0,8
13:07:07,851,36,5,9,3,7
13:07:08,844,37,4,8,4,10
13:07:09,803,31,6,7,2,5
13:07:10,830,29,4,7,3,7
13:07:11,853,26,3,5,2,11
13:07:12,889,36,8,8,3,8
13:07:13,809,26,5,6,1,5
13:07:14,807,28,3,6,3,7
13:07:15,839,34,5,4,1,6
13:07:16,800,37,3,4,3,2
13:07:17,831,34,4,6,2,5
13:07:18,884,31,4,6,6,6
13:07:19,868,42,11,7,3,5
13:07:20,849,34,7,4,3,7
13:07:21,867,39,6,5,2,3
13:07:22,855,30,8,8,5,6
13:07:23,873,32,7,5,1,4
13:07:24,852,33,4,3,2,7
13:07:25,881,28,7,9,4,10
13:07:26,892,28,4,5,0,3
13:07:27,831,26,8,6,5,8
13:07:28,865,24,5,4,7,6
13:07:29,819,29,7,8,3,3
13:07:30,872,20,2,7,4,2
13:07:31,821,33,8,6,5,4
13:07:32,764,27,9,4,4,5
13:07:33,810,22,5,5,2,4
13:07:34,863,27,3,6,1,0
13:07:35,1039,21,4,5,2,5
13:07:36,879,20,7,5,5,7
13:07:37,853,23,6,3,5,3
13:07:38,857,29,5,6,2,3
13:07:39,799,17,9,2,2,7
13:07:40,910,20,5,7,5,4
13:07:41,890,18,12,6,3,4
13:07:42,921,15,5,7,3,5
13:07:43,764,20,8,9,1,4
13:07:44,840,24,6,3,2,2
13:07:45,812,20,10,5,1,4
13:07:46,919,21,4,6,7,12
13:07:47,869,24,9,4,7,6
13:07:48,845,25,5,2,2,4
13:07:49,772,10,3,4,2,2
13:07:50,872,25,7,0,3,3
13:07:51,791,21,2,5,4,7
13:07:52,801,30,4,3,1,7
13:07:53,791,18,2,7,3,4
13:07:54,887,18,10,10,1,6
13:07:55,840,21,6,3,2,10
13:07:56,820,17,8,6,1,4
13:07:57,825,18,6,6,4,1
13:07:58,877,31,4,6,2,3
13:07:59,726,23,5,4,1,2
13:08:00,910,26,4,4,1,4
13:08:01,853,21,7,4,4,4
13:08:02,800,27,5,9,3,5
13:08:03,861,19,6,6,4,9
13:08:04,911,22,7,6,4,3
13:08:05,862,13,8,11,4,5
13:08:06,857,25,3,4,5,6
13:08:07,837,17,5,3,6,5
13:08:08,849,20,5,8,2,3
13:08:09,846,20,4,4,3,5
13:08:10,836,24,2,9,3,5
13:08:11,874,12,8,3,5,5
13:08:12,827,14,7,3,1,5
13:08:13,816,14,5,7,6,5
13:08:14,832,10,6,6,7,7
13:08:15,846,19,8,4,2,9
13:08:16,818,15,5,1,2,3
13:08:17,845,16,9,5,3,8
13:08:18,824,10,4,4,3,4
13:08:19,869,20,5,4,7,7
13:08:20,789,23,8,7,4,6
13:08:21,807,21,5,5,4,10
13:08:22,796,13,11,8,3,3
13:08:23,823,14,8,6,5,1
13:08:24,810,16,7,6,1,7
13:08:25,807,20,6,7,2,3
13:08:26,822,25,6,8,5,3
13:08:27,860,19,5,7,5,4
13:08:28,857,30,5,6,3,3
13:08:29,808,28,5,15,2,7
13:08:30,793,32,10,5,3,6
13:08:31,871,22,5,4,3,7
13:08:32,793,22,6,5,1,4
13:08:33,860,21,7,9,0,3
13:08:34,784,22,12,6,3,4
13:08:35,880,14,11,6,4,1
13:08:36,771,18,8,5,4,6
13:08:37,873,24,4,12,4,3
13:08:38,824,11,8,7,3,11
13:08:39,815,31,8,3,5,5
13:08:40,837,13,8,4,5,7
13:08:41,866,13,8,8,4,5
13:08:42,844,22,5,6,3,4
13:08:43,838,24,6,3,5,4
13:08:44,742,16,11,7,2,6
13:08:45,802,15,8,3,4,8
13:08:46,771,17,3,4,1,11
13:08:47,838,17,7,8,4,3
13:08:48,922,32,15,9,4,5
13:08:49,848,28,7,2,3,5
13:08:50,835,22,9,2,4,3
13:08:51,841,18,3,8,0,8
13:08:52,876,30,7,7,3,7
13:08:53,861,17,8,6,3,4
13:08:54,817,16,6,4,7,8
13:08:55,800,21,9,2,3,7
13:08:56,851,20,12,5,6,8
13:08:57,826,13,8,5,9,2
13:08:58,863,10,11,8,2,4
13:08:59,840,24,5,4,7,3
13:09:00,792,25,10,3,8,3
13:09:01,879,29,3,11,5,5
13:09:02,869,24,4,3,5,3
13:09:03,808,22,9,6,7,6
13:09:04,822,15,10,9,8,2
13:09:05,760,17,9,6,5,5
13:09:06,824,17,8,7,6,4
13:09:07,802,26,5,8,5,4
13:09:08,842,11,11,7,2,8
13:09:09,839,21,3,9,2,2
13:09:10,802,19,7,11,6,2
13:09:11,812,20,11,11,1,3
13:09:12,916,23,14,7,4,6
13:09:13,862,29,7,6,6,1
13:09:14,858,20,9,9,5,2
13:09:15,842,18,9,6,5,6
13:09:16,806,16,13,10,3,3
13:09:17,881,20,4,9,5,7
13:09:18,882,17,11,6,4,7
13:09:19,813,25,15,6,4,6
13:09:20,776,33,5,6,3,2
13:09:21,846,20,5,7,4,7
13:09:22,848,33,9,8,2,5
13:09:23,839,28,8,5,2,8
13:09:24,790,26,11,3,0,5
13:09:25,884,35,8,9,5,7
13:09:26,839,20,7,7,5,6
13:09:27,876,22,11,3,3,3
13:09:28,901,29,7,11,6,8
13:09:29,858,30,5,7,7,4
13:09:30,882,33,13,7,6,5
13:09:31,857,30,5,5,4,3
13:09:32,866,26,3,16,4,8
13:09:33,841,28,12,9,6,6
13:09:34,904,36,12,7,4,5
13:09:35,799,29,17,0,2,7
13:09:36,800,25,9,7,6,7
13:09:37,911,31,12,6,4,3
13:09:38,766,26,7,9,5,6
13:09:39,823,23,6,11,5,3
13:09:40,880,38,8,11,5,8
13:09:41,823,30,9,5,2,5
13:09:42,918,41,9,11,8,5
13:09:43,877,35,11,3,4,15
13:09:44,905,34,4,8,5,5
13:09:45,898,37,8,8,6,4
13:09:46,807,39,12,11,6,2
13:09:47,852,40,5,7,3,6
13:09:48,871,31,8,6,6,9
13:09:49,887,30,11,5,2,5
13:09:50,877,42,11,7,5,6
13:09:51,863,36,7,6,2,7
13:09:52,880,44,10,7,2,7
13:09:53,892,49,11,4,8,6
13:09:54,825,34,12,4,3,5
13:09:55,964,36,14,4,8,7
13:09:56,866,40,7,10,5,4
13:09:57,958,34,12,5,10,4
13:09:58,911,34,13,9,3,8
13:09:59,861,32,9,7,3,8
13:10:00,869,20,10,5,7,8
13:10:01,909,38,12,5,2,10
13:10:02,859,14,9,7,6,6
13:10:03,915,32,12,6,5,7
13:10:04,875,48,12,4,4,10
13:10:05,879,24,12,5,5,8
13:10:06,841,19,13,6,4,8
13:10:07,879,27,10,14,7,5
13:10:08,868,38,17,2,7,3
13:10:09,870,19,11,8,5,5
13:10:10,883,25,12,6,4,2
13:10:11,876,24,10,11,5,6
13:10:12,886,25,8,6,4,3
13:10:13,851,18,15,3,9,12
13:10:14,849,15,10,2,9,1
13:10:15,879,39,8,8,7,2
13:10:16,854,28,7,1,7,6
13:10:17,856,24,14,7,6,5
13:10:18,845,26,9,6,2,4
13:10:19,889,24,12,4,5,9
13:10:20,858,24,7,7,4,5
13:10:21,862,20,11,7,10,5
13:10:22,847,20,10,3,4,6
13:10:23,877,26,5,8,9,5
13:10:24,823,20,7,8,6,7
13:10:25,809,19,14,6,11,11
13:10:26,859,21,12,5,4,4
13:10:27,855,23,9,8,10,9
13:10:28,864,16,10,4,4,7
13:10:29,856,23,11,5,5,6
13:10:30,883,26,10,4,5,3
13:10:31,879,29,8,6,9,6
13:10:32,889,19,14,10,3,7
13:10:33,899,28,14,5,5,6
13:10:34,953,24,6,5,8,5
13:10:35,910,26,14,6,5,4
13:10:36,972,24,10,5,5,4
13:10:37,873,22,10,7,4,2
13:10:38,972,38,9,8,6,4
13:10:39,840,21,16,4,3,6
13:10:40,811,18,11,7,3,4
13:10:41,884,21,16,10,8,7
13:10:42,860,24,8,5,5,6
13:10:43,883,24,14,7,4,8
13:10:44,1059,26,12,12,4,5
13:10:45,921,18,10,8,8,3
13:10:46,895,16,9,7,10,6
13:10:47,892,19,11,9,3,6
13:10:48,919,32,9,6,8,10
13:10:49,885,15,5,6,5,3
13:10:50,833,22,15,9,6,3
13:10:51,915,14,14,7,5,4
13:10:52,888,33,12,5,4,8
13:10:53,933,23,11,6,6,6
13:10:54,842,14,6,4,8,8
13:10:55,849,21,8,4,2,5
13:10:56,835,15,6,2,10,7
13:10:57,856,23,10,6,13,14
13:10:58,877,20,16,7,9,6
13:10:59,824,19,16,4,5,2
13:11:00,893,20,11,4,6,4
13:11:01,878,26,11,9,6,5
13:11:02,942,31,12,6,5,7
13:11:03,871,23,18,4,1,7
13:11:04,889,18,14,6,6,9
13:11:05,859,24,11,2,7,7
13:11:06,909,15,13,10,3,4
13:11:07,898,24,14,8,8,14
13:11:08,843,21,15,12,4,7
13:11:09,885,30,17,3,6,5
13:11:10,811,21,8,3,5,9
13:11:11,881,23,12,8,8,6
13:11:12,860,19,13,9,5,4
13:11:13,930,24,22,9,2,8
13:11:14,834,25,16,7,3,4
13:11:15,878,18,15,8,4,8
13:11:16,881,18,16,9,7,2
13:11:17,889,19,17,4,4,9
13:11:18,883,31,17,10,9,10
13:11:19,858,17,13,6,10,6
13:11:20,821,24,20,7,7,8
13:11:21,883,35,17,6,5,3
13:11:22,900,24,22,6,3,7
13:11:23,905,27,20,3,2,6
13:11:24,864,22,15,4,12,10
13:11:25,851,27,13,12,2,0
13:11:26,957,25,14,15,6,8
13:11:27,841,24,19,3,8,8
13:11:28,839,21,13,2,4,4
13:11:29,858,21,17,8,5,6
13:11:30,820,15,16,5,4,7
13:11:31,827,22,11,10,4,5
13:11:32,854,15,19,7,6,4
13:11:33,873,35,15,3,5,6
13:11:34,876,17,19,3,5,6
13:11:35,949,23,28,6,8,10
13:11:36,842,19,18,4,7,9
13:11:37,880,24,10,7,1,7
13:11:38,873,26,18,7,0,5
13:11:39,929,35,23,3,8,9
13:11:40,835,23,14,4,10,6
13:11:41,864,27,21,7,12,9
13:11:42,903,20,26,6,7,8
13:11:43,943,25,15,9,9,5
13:11:44,862,29,20,2,5,3
13:11:45,864,19,22,8,9,6
13:11:46,864,30,16,8,2,6
13:11:47,852,12,14,4,4,2
13:11:48,827,18,18,5,9,5
13:11:49,903,20,16,11,4,5
13:11:50,903,17,24,2,7,4
13:11:51,851,16,21,2,4,4
13:11:52,841,14,17,5,5,2
13:11:53,860,20,11,6,7,11
13:11:54,839,24,16,7,2,4
13:11:55,901,17,19,8,4,7
13:11:56,840,23,19,5,10,10
13:11:57,892,23,15,7,5,7
13:11:58,847,20,16,7,6,5
13:11:59,842,25,17,8,6,7
13:12:00,894,21,20,5,4,11
13:12:01,863,20,17,6,8,3
13:12:02,873,22,19,6,8,6
13:12:03,815,16,20,5,6,3
13:12:04,858,29,17,6,8,4
13:12:05,868,21,18,3,3,6
13:12:06,863,32,23,8,11,8
13:12:07,850,16,30,5,7,3
13:12:08,875,24,21,3,9,2
13:12:09,872,25,19,5,4,8
13:12:10,844,20,17,5,4,4
13:12:11,840,18,23,6,5,5
13:12:12,858,19,16,6,10,6
13:12:13,894,22,16,7,3,6
13:12:14,858,18,16,2,5,6
13:12:15,846,19,29,9,2,7
13:12:16,862,16,27,5,12,7
13:12:17,888,22,20,2,2,5
13:12:18,849,17,19,2,3,3
13:12:19,855,15,14,4,4,4
13:12:20,819,17,11,3,6,5
13:12:21,843,13,21,4,5,8
13:12:22,902,18,23,8,10,6
13:12:23,807,16,21,6,7,6
13:12:24,825,18,12,11,4,7
13:12:25,869,18,12,10,5,4
13:12:26,829,15,21,9,1,7
13:12:27,816,17,18,7,4,9
13:12:28,855,18,13,5,6,10
13:12:29,844,15,20,7,6,6
13:12:30,880,24,14,8,6,6
13:12:31,845,21,14,2,4,5
13:12:32,822,19,18,7,9,7
13:12:33,834,25,15,6,5,10
13:12:34,904,20,13,4,5,8
13:12:35,969,22,15,4,4,10
13:12:36,852,22,16,11,4,4
13:12:37,867,24,14,5,5,10
13:12:38,870,22,15,12,8,4
13:12:39,865,23,20,7,3,4
13:12:40,946,17,21,6,3,3
13:12:41,870,26,9,2,9,3
13:12:42,920,22,14,5,7,7
13:12:43,965,37,16,6,3,8
13:12:44,865,35,9,8,6,4
13:12:45,892,26,12,4,9,10
13:12:46,859,26,11,4,4,5
13:12:47,871,27,16,4,4,7
13:12:48,864,25,24,4,5,5
13:12:49,865,22,13,4,4,7
13:12:50,934,25,13,6,7,8
13:12:51,968,32,13,4,4,6
13:12:52,852,26,14,8,3,4
13:12:53,911,40,16,10,4,5
13:12:54,941,43,26,8,11,10
13:12:55,866,28,22,4,10,4
13:12:56,824,21,20,4,5,6
13:12:57,919,20,14,8,6,9
13:12:58,864,20,19,10,4,8
13:12:59,833,15,13,7,2,12
13:13:00,869,31,14,7,7,4
13:13:01,832,25,12,7,10,8
13:13:02,855,29,15,5,11,3
13:13:03,843,19,18,7,6,6
13:13:04,940,17,11,14,5,5
13:13:05,884,25,15,5,5,3
13:13:06,955,21,13,9,8,5
13:13:07,906,21,11,10,7,5
13:13:08,894,20,9,9,5,4
13:13:09,894,23,16,1,4,5
13:13:10,800,30,10,5,6,7
13:13:11,891,25,10,5,4,6
13:13:12,875,19,15,7,7,7
13:13:13,885,19,10,4,0,1
13:13:14,833,22,9,8,5,7
13:13:15,858,29,19,8,3,4
13:13:16,865,36,14,7,5,6
13:13:17,887,33,12,7,7,5
13:13:18,855,37,14,9,8,3
13:13:19,872,28,17,5,7,5
13:13:20,863,36,11,3,5,3
13:13:21,815,32,12,8,2,2
13:13:22,878,32,12,5,8,1
13:13:23,901,40,8,7,5,4
13:13:24,901,30,19,9,2,2
13:13:25,895,24,13,3,4,7
13:13:26,881,22,12,4,4,1
13:13:27,885,18,16,9,2,6
13:13:28,891,20,12,9,6,5
13:13:29,879,28,13,9,3,5
13:13:30,830,19,9,12,6,6
13:13:31,849,18,14,9,1,8
13:13:32,925,32,22,8,3,5
13:13:33,888,20,6,8,3,7
13:13:34,866,16,16,8,4,12
13:13:35,837,17,16,6,7,6
13:13:36,861,22,9,6,2,5
13:13:37,933,20,17,5,5,7
13:13:38,859,24,22,4,4,7
13:13:39,869,23,21,9,5,3
13:13:40,891,27,7,7,3,4
13:13:41,886,22,8,7,3,4
13:13:42,870,12,10,12,2,8
13:13:43,824,12,16,9,3,4
13:13:44,864,18,11,6,3,10
13:13:45,834,19,15,11,3,4
13:13:46,848,25,16,11,4,5
13:13:47,866,26,14,10,5,8
13:13:48,865,19,10,7,1,7
13:13:49,846,19,16,8,0,7
13:13:50,863,25,13,9,4,3
13:13:51,850,18,10,9,3,7
13:13:52,888,23,12,4,4,2
13:13:53,921,21,9,7,4,5
13:13:54,860,29,13,8,4,2
13:13:55,810,29,7,5,6,4
13:13:56,835,23,17,7,2,4
13:13:57,820,16,10,7,4,8
13:13:58,873,16,9,5,4,2
13:13:59,867,25,9,12,2,9
13:14:00,956,28,14,6,8,8
13:14:01,864,21,19,9,4,3
13:14:02,860,18,17,9,4,4
13:14:03,878,28,12,7,4,2
13:14:04,840,26,12,9,6,5
13:14:05,777,9,19,10,2,5
13:14:06,863,22,14,5,8,2
13:14:07,912,19,14,5,3,3
13:14:08,830,15,8,10,4,3
13:14:09,863,36,11,12,3,4
13:14:10,877,22,12,5,9,2
13:14:11,836,22,13,4,6,4
13:14:12,870,31,13,10,7,4
13:14:13,889,20,13,12,4,5
13:14:14,880,20,9,9,1,10
13:14:15,859,14,9,9,2,4
13:14:16,867,21,5,7,4,3
13:14:17,919,34,3,15,4,6
13:14:18,834,24,11,3,2,5
13:14:19,859,29,8,4,8,7
13:14:20,863,31,7,9,3,4
13:14:21,840,26,13,5,3,6
13:14:22,879,17,11,14,5,5
13:14:23,811,17,14,5,5,7
13:14:24,843,25,11,7,4,3
13:14:25,909,14,17,7,3,5
13:14:26,876,21,11,3,6,7
13:14:27,909,21,14,11,4,3
13:14:28,867,17,13,16,4,3
13:14:29,862,19,11,7,2,6
13:14:30,822,26,11,5,5,5
13:14:31,857,20,11,5,3,5
13:14:32,978,13,18,16,7,4
13:14:33,879,14,18,9,4,4
13:14:34,925,19,14,6,5,8
13:14:35,883,25,13,6,3,2
13:14:36,917,18,14,9,2,2
13:14:37,836,18,20,7,8,8
13:14:38,900,27,23,7,2,7
13:14:39,867,22,18,12,2,10
13:14:40,885,21,19,8,5,2
13:14:41,867,20,20,13,6,2
13:14:42,831,32,24,6,6,9
13:14:43,892,44,17,3,8,7
13:14:44,891,44,15,6,1,6
13:14:45,870,33,29,6,2,8
